run_id	epoch	split	loss	accuracy	best_accuracy
2020-04-26 17:46:35.749177	1	train	0.060917152032256124	35.355	35.355
2020-04-26 17:46:35.749177	1	test	0.07425123813195932	11.097687262685536	11.097687262685536
2020-04-26 17:46:35.749177	2	train	0.055538332217931745	46.47875	46.47875
2020-04-26 17:46:35.749177	2	test	0.06375143418527694	18.967897825336554	18.967897825336554
2020-04-26 17:46:35.749177	3	train	0.0539717398762703	51.15625	51.15625
2020-04-26 17:46:35.749177	3	test	0.05867713800906971	22.540559199171557	22.540559199171557
2020-04-26 17:46:35.749177	4	train	0.05311616685092449	54.1425	54.1425
2020-04-26 17:46:35.749177	4	test	0.05545715422394937	24.197445633413878	24.197445633413878
2020-04-26 17:46:35.749177	5	train	0.052526848247647286	56.38	56.38
2020-04-26 17:46:35.749177	5	test	0.05215486800789956	27.217811529168106	27.217811529168106
2020-04-26 17:46:35.749177	6	train	0.05206344087421894	58.3	58.3
2020-04-26 17:46:35.749177	6	test	0.05035155521905706	28.47773558853987	28.47773558853987
2020-04-26 17:46:35.749177	7	train	0.05170495471060276	60.0075	60.0075
2020-04-26 17:46:35.749177	7	test	0.0488444129516225	30.048325854332067	30.048325854332067
2020-04-26 17:46:35.749177	8	train	0.05141467901468277	61.54125	61.54125
2020-04-26 17:46:35.749177	8	test	0.04668070202578254	31.25647221263376	31.25647221263376
2020-04-26 17:46:35.749177	9	train	0.05117469601333141	62.78375	62.78375
2020-04-26 17:46:35.749177	9	test	0.04590364367870532	31.9986192613048	31.9986192613048
2020-04-26 17:46:35.749177	10	train	0.05095710953474045	63.9475	63.9475
2020-04-26 17:46:35.749177	10	test	0.04457578617496905	33.344839489126684	33.344839489126684
